"dados","palabra"
32545,"escaso"
32546,"escatimar"
32551,"escena"
32552,"escenario"
32553,"escenografía"
32554,"esclarecer"
32555,"escoger"
32556,"escogido"
32561,"escolar"
32562,"escolaridad"
32563,"escollo"
32564,"escolta"
32565,"escoltar"
32566,"escombro"
32611,"esconder"
32612,"escondido"
32613,"escopeta"
32614,"escribano"
32615,"escribir"
32616,"escrito"
32621,"escritor"
32622,"escritorio"
32623,"escritura"
32624,"escrutinio"
32625,"escuadra"
32626,"escuchar"
32631,"escudar"
32632,"escudería"
32633,"escudo"
32634,"escuela"
32635,"escuetamente"
32636,"escultor"
32641,"escultura"
32642,"esencia"
32643,"esencial"
32644,"esencialmente"
32645,"esfera"
32646,"esforzar"
32651,"esfuerzo"
32652,"esgrimir"
32653,"esmeralda"
32654,"espacial"
32655,"espacio"
32656,"espada"
32661,"espalda"
32662,"espantar"
32663,"español"
32664,"esparcimiento"
32665,"especial"
32666,"especialidad"
33111,"especialista"
33112,"especialización"
33113,"especializado"
33114,"especializar"
33115,"especialmente"
33116,"especie"
33121,"especificación"
33122,"específicamente"
33123,"especificar"
33124,"específico"
33125,"espectacular"
33126,"espectáculo"
33131,"espectador"
33132,"espectro"
33133,"especulación"
33134,"especular"
33135,"espejo"
33136,"esperado"
33141,"esperanza"
33142,"esperar"
33143,"espesor"
33144,"espía"
33145,"espionaje"
33146,"espiral"
33151,"espíritu"
33152,"espiritual"
33153,"esplendor"
33154,"espontáneamente"
33155,"esposa"
33156,"esposo"
33161,"esquema"
33162,"esquí"
33163,"esquina"
33164,"esquivar"
33165,"estabilidad"
33166,"estabilización"
33211,"estabilizar"
33212,"estable"
33213,"establecer"
33214,"establecido"
33215,"establecimiento"
33216,"estación"
33221,"estacionamiento"
33222,"estacionar"
33223,"estada"
33224,"estadía"
33225,"estadio"
33226,"estadística"
33231,"estadísticamente"
33232,"estadístico"
33233,"estado"
33234,"estadounidense"
33235,"estafa"
33236,"estafar"
33241,"estallar"
33242,"estallido"
33243,"estamento"
33244,"estampar"
33245,"estampilla"
33246,"estancamiento"
33251,"estándar"
33252,"estandarizar"
33253,"estanque"
33254,"estar"
33255,"estatal"
33256,"estatua"
33261,"estatura"
33262,"estatus"
33263,"estatuto"
33264,"estebar"
33265,"estela"
33266,"estelar"
33311,"estero"
33312,"estética"
33313,"estilo"
33314,"estima"
33315,"estimación"
33316,"estimar"
33321,"estimular"
33322,"estímulo"
33323,"estipulación"
33324,"estipulado"
33325,"estipular"
33326,"estirar"
33331,"estómago"
33332,"estrada"
33333,"estrago"
33334,"estratega"
33335,"estrategia"
33336,"estratégico"
33341,"estrato"
33342,"estrechamente"
33343,"estrechar"
33344,"estrecho"
33345,"estrecho"
33346,"estrella"
33351,"estrellar"
33352,"estremecer"
33353,"estrena"
33354,"estrenar"
33355,"estreno"
33356,"estrés"
33361,"estrictamente"
33362,"estricto"
33363,"estructura"
33364,"estructural"
33365,"estructurar"
33366,"estudiado"
33411,"estudiante"
33412,"estudiantil"
33413,"estudiar"
33414,"estudio"
33415,"estupefaciente"
33416,"estupidez"
33421,"et"
33422,"etapa"
33423,"eternamente"
33424,"eterno"
33425,"ética"
33426,"éticamente"
33431,"ético"
33432,"etiqueta"
33433,"etnia"
33434,"eucaristía"
33435,"euforia"
33436,"euro"
33441,"europeo"
33442,"evacuación"
33443,"evacuar"
33444,"evadir"
33445,"evaluación"
33446,"evaluar"
33451,"evangélico"
33452,"evangelio"
33453,"evasión"
33454,"evento"
33455,"eventual"
33456,"eventualidad"
33461,"eventualmente"
33462,"evidencia"
33463,"evidenciar"
33464,"evidente"
33465,"evidentemente"
33466,"evitar"
33511,"evocar"
33512,"evolución"
33513,"evolucionar"
33514,"ex"
33515,"exacerbar"
33516,"exactamente"
33521,"exactitud"
33522,"exacto"
33523,"exagerar"
33524,"examen"
33525,"examinar"
33526,"excavación"
33531,"exceder"
33532,"excelencia"
33533,"excelente"
33534,"excepción"
33535,"excepcional"
33536,"excepcionalmente"
33541,"exceptuar"
33542,"excesivamente"
33543,"excesivo"
33544,"exceso"
33545,"exclamar"
33546,"excluir"
33551,"exclusión"
33552,"exclusiva"
33553,"exclusivamente"
33554,"exclusividad"
33555,"exclusivo"
33556,"excursión"
33561,"excusa"
33562,"excusar"
33563,"exención"
33564,"exento"
33565,"exhibición"
33566,"exhibir"
33611,"exhortar"
33612,"exhorto"
33613,"exigencia"
33614,"exigente"
33615,"exigido"
33616,"exigir"
33621,"exilio"
33622,"eximir"
33623,"existencia"
33624,"existente"
33625,"existir"
33626,"éxito"
33631,"exitosamente"
33632,"exitoso"
33633,"exonerar"
33634,"expandir"
33635,"expansión"
33636,"expectación"
33641,"expectativa"
33642,"expedición"
33643,"expediente"
33644,"expedir"
33645,"expedito"
33646,"expender"
33651,"expendio"
33652,"experiencia"
33653,"experimentación"
33654,"experimentado"
33655,"experimental"
33656,"experimentar"
33661,"experimento"
33662,"experto"
33663,"expirar"
33664,"explicación"
33665,"explicar"
33666,"explícitamente"
34111,"explicitar"
34112,"explícito"
34113,"exploración"
34114,"explorador"
34115,"explorar"
34116,"explosión"
34121,"explosivo"
34122,"explotación"
34123,"explotar"
34124,"exponer"
34125,"exportación"
34126,"exportador"
34131,"exportadora"
34132,"exportar"
34133,"exposición"
34134,"expositor"
34135,"expresado"
34136,"expresamente"
34141,"expresar"
34142,"expresión"
34143,"expreso"
34144,"expropiación"
34145,"expropiación"
34146,"expropiar"
34151,"expuesto"
34152,"expulsado"
34153,"expulsar"
34154,"expulsión"
34155,"extender"
34156,"extendido"
34161,"extensión"
34162,"extenso"
34163,"exterior"
34164,"externa"
34165,"externo"
34166,"extinción"
34211,"extinguir"
34212,"extra"
34213,"extracción"
34214,"extractador"
34215,"extracto"
34216,"extradición"
34221,"extradición"
34222,"extraditar"
34223,"extraer"
34224,"extranjero"
34225,"extranjero"
34226,"extrañamente"
34231,"extrañar"
34232,"extraño"
34233,"extraoficialmente"
34234,"extraordinariamente"
34235,"extraordinario"
34236,"extremadamente"
34241,"extremar"
34242,"extremidad"
34243,"extremo"
34244,"extremo"
34245,"fábrica"
34246,"fabricación"
34251,"fabricante"
34252,"fabricar"
34253,"faceta"
34254,"fachada"
34255,"fácil"
34256,"facilidad"
34261,"facilitar"
34262,"fácilmente"
34263,"factibilidad"
34264,"factible"
34265,"factor"
34266,"factura"
34311,"facturación"
34312,"facturar"
34313,"facultad"
34314,"facultar"
34315,"faena"
34316,"faja"
34321,"falda"
34322,"falencia"
34323,"falla"
34324,"fallar"
34325,"fallecer"
34326,"fallecimiento"
34331,"fallo"
34332,"falsedad"
34333,"falsificación"
34334,"falso"
34335,"falta"
34336,"faltar"
34341,"fama"
34342,"familia"
34343,"familiar"
34344,"familiar"
34345,"famoso"
34346,"fan"
34351,"fanático"
34352,"fantasía"
34353,"fantasma"
34354,"farmacéutico"
34355,"farmacia"
34356,"fármaco"
34361,"fascinar"
34362,"fase"
34363,"fatal"
34364,"fatiga"
34365,"fauna"
34366,"favor"
34411,"favorable"
34412,"favorablemente"
34413,"favorecer"
34414,"favorecido"
34415,"favoritismo"
34416,"favorito"
34421,"fax"
34422,"fe"
34423,"febrero"
34424,"fecha"
34425,"federación"
34426,"federal"
34431,"federal"
34432,"fehacientemente"
34433,"felicidad"
34434,"felicitación"
34435,"felicitar"
34436,"feliz"
34441,"felizmente"
34442,"femenino"
34443,"fenómeno"
34444,"feo"
34445,"feria"
34446,"feriado"
34451,"ferrocarril"
34452,"ferroviario"
34453,"festejar"
34454,"festejo"
34455,"festival"
34456,"festividad"
34461,"festivo"
34462,"fianza"
34463,"fibra"
34464,"ficción"
34465,"ficha"
34466,"fichaje"
34511,"fichar"
34512,"fidelidad"
34513,"fiebre"
34514,"fiel"
34515,"fiel"
34516,"fielmente"
34521,"fierro"
34522,"fiesta"
34523,"figura"
34524,"figuración"
34525,"figurar"
34526,"fijación"
34531,"fijado"
34532,"fijar"
34533,"fijo"
34534,"fila"
34535,"filete"
34536,"filiación"
34541,"filial"
34542,"filmación"
34543,"filmar"
34544,"filme"
34545,"filo"
34546,"filosofía"
34551,"filósofo"
34552,"filtración"
34553,"filtrar"
34554,"filtro"
34555,"fin"
34556,"final"
34561,"finalidad"
34562,"finalizado"
34563,"finalizar"
34564,"finalmente"
34565,"financiamiento"
34566,"financiar"
34611,"financieramente"
34612,"financiero"
34613,"financiero"
34614,"finanzas"
34615,"finiquitar"
34616,"finiquito"
34621,"fino"
34622,"firma"
34623,"firmado"
34624,"firmar"
34625,"firme"
34626,"firmemente"
34631,"firmeza"
34632,"fiscal"
34633,"fiscalía"
34634,"fiscalía"
34635,"fiscalización"
34636,"fiscalizador"
34641,"fiscalizar"
34642,"fisco"
34643,"físicamente"
34644,"físico"
34645,"físico"
34646,"flagelo"
34651,"flauta"
34652,"flecha"
34653,"flete"
34654,"flexibilidad"
34655,"flexibilización"
34656,"flexibilizar"
34661,"flexible"
34662,"flor"
34663,"flora"
34664,"florecer"
34665,"florido"
34666,"flotar"
35111,"fluctuación"
35112,"fluctuar"
35113,"fluir"
35114,"flujo"
35115,"focalizar"
35116,"foco"
35121,"foja"
35122,"folclor"
35123,"folclórico"
35124,"folleto"
35125,"fomentar"
35126,"fomento"
35131,"fonda"
35132,"fondo"
35133,"fono"
35134,"forestación"
35135,"forestal"
35136,"forjar"
35141,"forma"
35142,"formación"
35143,"formado"
35144,"formal"
35145,"formalidad"
35146,"formalizar"
35151,"formalmente"
35152,"formar"
35153,"formato"
35154,"fórmula"
35155,"formulación"
35156,"formular"
35161,"formulario"
35162,"foro"
35163,"fortalecer"
35164,"fortalecimiento"
35165,"fortaleza"
35166,"fortín"
35211,"fortuna"
35212,"forzado"
35213,"forzar"
35214,"fosa"
35215,"foto"
35216,"fotocopia"
35221,"fotografía"
35222,"fotografiar"
35223,"fotográfico"
35224,"fotógrafo"
35225,"fracasar"
35226,"fracaso"
35231,"fracción"
35232,"fractura"
35233,"fragata"
35234,"fragmento"
35235,"francamente"
35236,"francés"
35241,"francés"
35242,"franco"
35243,"franja"
35244,"franquicia"
35245,"frase"
35246,"fraude"
35251,"frecuencia"
35252,"frecuentar"
35253,"frecuente"
35254,"frecuentemente"
35255,"frenar"
35256,"freno"
35261,"frente"
35262,"frente"
35263,"fresco"
35264,"frío"
35265,"frío"
35266,"frontera"
35311,"fronterizo"
35312,"frontis"
35313,"frustración"
35314,"frustrado"
35315,"frustrar"
35316,"fruta"
35321,"fruto"
35322,"fuego"
35323,"fuente"
35324,"fuero"
35325,"fuerte"
35326,"fuertemente"
35331,"fuerza"
35332,"fuga"
35333,"fugarse"
35334,"fumar"
35335,"función"
35336,"funcional"
35341,"funcionalidad"
35342,"funcionamiento"
35343,"funcionar"
35344,"funcionario"
35345,"funda"
35346,"fundación"
35351,"fundado"
35352,"fundador"
35353,"fundamental"
35354,"fundamentalmente"
35355,"fundamentar"
35356,"fundamento"
35361,"fundar"
35362,"fundición"
35363,"fundir"
35364,"funeral"
35365,"furgón"
35366,"furia"
35411,"fusil"
35412,"fusilar"
35413,"fusión"
35414,"fusionar"
35415,"fútbol"
35416,"futbolista"
35421,"futbolístico"
35422,"futuro"
35423,"futuro"
35424,"gabinete"
35425,"gaceta"
35426,"gala"
35431,"galán"
35432,"galardón"
35433,"galaxia"
35434,"galería"
35435,"gallego"
35436,"galleta"
35441,"gallina"
35442,"gallo"
35443,"galpón"
35444,"gama"
35445,"gana"
35446,"ganadero"
35451,"ganado"
35452,"ganador"
35453,"ganador"
35454,"ganancia"
35455,"ganar"
35456,"gancho"
35461,"garantía"
35462,"garantizado"
35463,"garantizar"
35464,"garcía"
35465,"garganta"
35466,"garra"
35511,"garrido"
35512,"gas"
35513,"gasoducto"
35514,"gasolina"
35515,"gasta"
35516,"gastar"
35521,"gasto"
35522,"gastronomía"
35523,"gato"
35524,"gaviota"
35525,"gemelo"
35526,"gemelo"
35531,"gen"
35532,"gendarme"
35533,"generación"
35534,"generado"
35535,"generador"
35536,"general"
35541,"generalizado"
35542,"generalizar"
35543,"generalmente"
35544,"generar"
35545,"género"
35546,"generosidad"
35551,"generoso"
35552,"génesis"
35553,"genéticamente"
35554,"genético"
35555,"genio"
35556,"genocidio"
35561,"genoma"
35562,"gente"
35563,"geografía"
35564,"geográfico"
35565,"geología"
35566,"gerencia"
35611,"gerente"
35612,"germán"
35613,"gestación"
35614,"gestar"
35615,"gestión"
35616,"gestionar"
35621,"gesto"
35622,"gestor"
35623,"gigante"
35624,"gigante"
35625,"gigantesco"
35626,"gil"
35631,"gimnasia"
35632,"gimnasio"
35633,"gira"
35634,"girar"
35635,"giro"
35636,"gladiador"
35641,"glamour"
35642,"global"
35643,"globalización"
35644,"globalizar"
35645,"globo"
35646,"gloria"
35651,"glosa"
35652,"gobernabilidad"
35653,"gobernación"
35654,"gobernador"
35655,"gobernadora"
35656,"gobernante"
35661,"gobernante"
35662,"gobernar"
35663,"gobierno"
35664,"goce"
35665,"gol"
35666,"goleada"
36111,"goleador"
36112,"golear"
36113,"golf"
36114,"golfo"
36115,"golpe"
36116,"golpear"
36121,"goma"
36122,"gordo"
36123,"gota"
36124,"gozar"
36125,"grabación"
36126,"grabado"
36131,"grabar"
36132,"gracia"
36133,"grado"
36134,"gradualmente"
36135,"graduar"
36136,"graficar"
36141,"gráfico"
36142,"gramo"
36143,"gran"
36144,"grande"
36145,"grandeza"
36146,"granja"
36151,"grano"
36152,"grasa"
36153,"grata"
36154,"gratificación"
36155,"gratis"
36156,"gratitud"
36161,"gratuitamente"
36162,"gratuito"
36163,"gravamen"
36164,"gravar"
36165,"grave"
36166,"gravedad"
36211,"gravemente"
36212,"gremial"
36213,"gremio"
36214,"gringo"
36215,"gris"
36216,"gritar"
36221,"grito"
36222,"grúa"
36223,"grueso"
36224,"grupo"
36225,"Guadalajara"
36226,"guante"
36231,"guarda"
36232,"guardar"
36233,"guardia"
36234,"guardián"
36235,"guarnición"
36236,"gubernamental"
36241,"guerra"
36242,"guerrero"
36243,"guerrilla"
36244,"guerrillero"
36245,"guía"
36246,"guiar"
36251,"guionista"
36252,"guitarra"
36253,"gusano"
36254,"gustar"
36255,"gusto"
36256,"guzmán"
36261,"Guzmán"
36262,"haber"
36263,"hábil"
36264,"habilidad"
36265,"habilitación"
36266,"habilitado"
36311,"habilitar"
36312,"habitación"
36313,"habitacional"
36314,"habitante"
36315,"habitar"
36316,"hábitat"
36321,"hábito"
36322,"habitual"
36323,"habitualmente"
36324,"hablar"
36325,"hacer"
36326,"hacienda"
36331,"halcón"
36332,"hallar"
36333,"hallazgo"
36334,"hambre"
36335,"harina"
36336,"harto"
36341,"haz"
36342,"hazaña"
36343,"hecho"
36344,"hectárea"
36345,"helado"
36346,"helicóptero"
36351,"hembra"
36352,"hemisferio"
36353,"hepatitis"
36354,"heredar"
36355,"heredero"
36356,"herencia"
36361,"herida"
36362,"herido"
36363,"herir"
36364,"hermana"
36365,"hermandarse"
36366,"hermano"
36411,"hermoso"
36412,"héroe"
36413,"heroína"
36414,"herramienta"
36415,"herrera"
36416,"hidrocarburo"
36421,"hielo"
36422,"hierba"
36423,"hierro"
36424,"hígado"
36425,"higiene"
36426,"higuera"
36431,"hija"
36432,"hijo"
36433,"hilo"
36434,"himno"
36435,"hincapié"
36436,"hincha"
36441,"hinchada"
36442,"hipertensión"
36443,"hípica"
36444,"hípico"
36445,"hipódromo"
36446,"hipoteca"
36451,"hipotecar"
36452,"hipotecario"
36453,"hipótesis"
36454,"hispano"
36455,"historia"
36456,"historiador"
36461,"históricamente"
36462,"histórico"
36463,"hito"
36464,"hockey"
36465,"hogar"
36466,"hoja"
36511,"holanda"
36512,"holandés"
36513,"hombre"
36514,"hombro"
36515,"homenaje"
36516,"homenajear"
36521,"homicida"
36522,"homicidio"
36523,"homosexual"
36524,"hondo"
36525,"honestamente"
36526,"honestidad"
36531,"honesto"
36532,"hongo"
36533,"honor"
36534,"honorable"
36535,"honorario"
36536,"honra"
36541,"honrar"
36542,"hora"
36543,"horario"
36544,"horizonte"
36545,"hormona"
36546,"horno"
36551,"horóscopo"
36552,"horror"
36553,"hortaliza"
36554,"hospedar"
36555,"hospicio"
36556,"hospital"
36561,"hospitalario"
36562,"hospitalización"
36563,"hospitalizado"
36564,"hotel"
36565,"hoy"
36566,"hoyo"
36611,"huaso"
36612,"huelga"
36613,"huella"
36614,"huérfano"
36615,"huerta"
36616,"huerto"
36621,"hueso"
36622,"huésped"
36623,"huevada"
36624,"huevo"
36625,"huida"
36626,"huir"
36631,"humanidad"
36632,"humanitario"
36633,"humano"
36634,"humar"
36635,"humedad"
36636,"humildad"
36641,"humilde"
36642,"humillar"
36643,"humo"
36644,"humor"
36645,"hundir"
36646,"huracán"
36651,"hurtar"
36652,"hurto"
36653,"icario"
36654,"ida"
36655,"idea"
36656,"ideal"
36661,"ideal"
36662,"idealmente"
36663,"idear"
36664,"identidad"
36665,"identificación"
36666,"identificado"
41111,"identificar"
41112,"ideología"
41113,"ideológico"
41114,"idioma"
41115,"ídolo"
41116,"iglesia"
41121,"ignorancia"
41122,"ignorar"
41123,"igual"
41124,"igualar"
41125,"igualdad"
41126,"igualmente"
41131,"ilegal"
41132,"ilegalidad"
41133,"ilegalmente"
41134,"ilícito"
41135,"iluminación"
41136,"iluminar"
41141,"ilusión"
41142,"ilusionar"
41143,"ilustración"
41144,"ilustrar"
41145,"ilustre"
41146,"imagen"
41151,"imaginación"
41152,"imaginar"
41153,"imitar"
41154,"impactar"
41155,"impacto"
41156,"impartir"
41161,"impecable"
41162,"impedido"
41163,"impedimento"
41164,"impedir"
41165,"imperar"
41166,"imperativo"
41211,"imperio"
41212,"impetrar"
41213,"implantación"
41214,"implantar"
41215,"implementación"
41216,"implementar"
41221,"implemento"
41222,"implicancia"
41223,"implicar"
41224,"imponente"
41225,"imponer"
41226,"imponible"
41231,"importación"
41232,"importado"
41233,"importador"
41234,"importancia"
41235,"importante"
41236,"importar"
41241,"imposibilidad"
41242,"imposible"
41243,"imposición"
41244,"impotencia"
41245,"impregnar"
41246,"imprenta"
41251,"imprescindible"
41252,"impresión"
41253,"impresionante"
41254,"impresionar"
41255,"impreso"
41256,"impresora"
41261,"imprimar"
41262,"imprimir"
41263,"improcedencia"
41264,"improvisar"
41265,"impuesto"
41266,"impuesto"
41311,"impugnar"
41312,"impulsado"
41313,"impulsar"
41314,"impulso"
41315,"impulsor"
41316,"impunidad"
41321,"imputación"
41322,"imputado"
41323,"imputar"
41324,"inauguración"
41325,"inaugural"
41326,"inaugurar"
41331,"incapacidad"
41332,"incapaz"
41333,"incautarse"
41334,"incendiar"
41335,"incendio"
41336,"incentivar"
41341,"incentivo"
41342,"incentivo"
41343,"incertidumbre"
41344,"incidencia"
41345,"incidente"
41346,"incidir"
41351,"inciso"
41352,"incitar"
41353,"inclinación"
41354,"inclinar"
41355,"incluido"
41356,"incluir"
41361,"inclusión"
41362,"inclusive"
41363,"incluso"
41364,"incomodar"
41365,"incompatibilidad"
41366,"incompetencia"
41411,"inconsciente"
41412,"inconstitucionalidad"
41413,"inconveniente"
41414,"incorporación"
41415,"incorporar"
41416,"increíble"
41421,"increíblemente"
41422,"incrementar"
41423,"incremento"
41424,"incrustar"
41425,"inculcar"
41426,"inculpado"
41431,"inculpar"
41432,"incumplimiento"
41433,"incurrir"
41434,"incursión"
41435,"incursionar"
41436,"indagación"
41441,"indagar"
41442,"indebidamente"
41443,"indebido"
41444,"indefinidamente"
41445,"indemnización"
41446,"indemnizar"
41451,"independencia"
41452,"independiente"
41453,"independientemente"
41454,"independizar"
41455,"indicación"
41456,"indicado"
41461,"indicador"
41462,"indicar"
41463,"índice"
41464,"índice"
41465,"indicio"
41466,"indiferencia"
41511,"indígena"
41512,"indígena"
41513,"indignación"
41514,"indignar"
41515,"indio"
41516,"indio"
41521,"indirectamente"
41522,"indirecto"
41523,"indiscutiblemente"
41524,"indispensable"
41525,"indistintamente"
41526,"individual"
41531,"individualidad"
41532,"individualizar"
41533,"individualmente"
41534,"individuo"
41535,"indizar"
41536,"índole"
41541,"inducir"
41542,"indudablemente"
41543,"indulto"
41544,"industria"
41545,"industrial"
41546,"inédito"
41551,"ineficiencia"
41552,"inequidad"
41553,"inesperado"
41554,"inestabilidad"
41555,"inevitable"
41556,"inevitablemente"
41561,"inexistencia"
41562,"infancia"
41563,"infante"
41564,"infantería"
41565,"infantil"
41566,"infarto"
41611,"infección"
41612,"inferior"
41613,"inferir"
41614,"infidelidad"
41615,"infierno"
41616,"infinitamente"
41621,"infinito"
41622,"inflación"
41623,"inflar"
41624,"influencia"
41625,"influenciar"
41626,"influenza"
41631,"influir"
41632,"infografía"
41633,"información"
41634,"informal"
41635,"informante"
41636,"informar"
41641,"informática"
41642,"informático"
41643,"informativo"
41644,"informe"
41645,"infracción"
41646,"infractor"
41651,"infraestructura"
41652,"infringir"
41653,"ingeniar"
41654,"ingeniería"
41655,"ingeniero"
41656,"ingenio"
41661,"ingerir"
41662,"ingesta"
41663,"ingle"
41664,"inglés"
41665,"inglés"
41666,"ingrediente"
42111,"ingresar"
42112,"ingreso"
42113,"inhabilidad"
42114,"inhabilitar"
42115,"inhibir"
42116,"iniciación"
42121,"iniciado"
42122,"inicial"
42123,"inicial"
42124,"inicialmente"
42125,"iniciar"
42126,"iniciativa"
42131,"iniciativo"
42132,"inicio"
42133,"injuria"
42134,"injustamente"
42135,"injusticia"
42136,"injusto"
42141,"inmediaciones"
42142,"inmediatamente"
42143,"inmediato"
42144,"inmenso"
42145,"inmigración"
42146,"inmigrante"
42151,"inminente"
42152,"inmobiliario"
42153,"inmueble"
42154,"inmunidad"
42155,"innecesario"
42156,"innovación"
42161,"innovador"
42162,"innovadora"
42163,"innovar"
42164,"innumerable"
42165,"inocencia"
42166,"inocente"
42211,"inquietar"
42212,"inquietud"
42213,"inscribir"
42214,"inscripción"
42215,"inscrito"
42216,"insecto"
42221,"inseguridad"
42222,"inserción"
42223,"insertar"
42224,"inserto"
42225,"insinuar"
42226,"insistencia"
42231,"insistentemente"
42232,"insistir"
42233,"inspección"
42234,"inspeccionar"
42235,"inspector"
42236,"inspiración"
42241,"inspirado"
42242,"inspirar"
42243,"instalación"
42244,"instalado"
42245,"instalar"
42246,"instancia"
42251,"instantáneamente"
42252,"instante"
42253,"instar"
42254,"instaurar"
42255,"instinto"
42256,"institución"
42261,"institucional"
42262,"institucionalidad"
42263,"institucionalizar"
42264,"instituir"
42265,"instituto"
42266,"instrucción"
42311,"instructor"
42312,"instruir"
42313,"instrumental"
42314,"instrumento"
42315,"insuficiencia"
42316,"insuficiente"
42321,"insultar"
42322,"insulto"
42323,"insumo"
42324,"integración"
42325,"integrado"
42326,"integral"
42331,"integralmente"
42332,"íntegramente"
42333,"integrante"
42334,"integrar"
42335,"integridad"
42336,"intelectual"
42341,"inteligencia"
42342,"inteligente"
42343,"intención"
42344,"intendencia"
42345,"intendente"
42346,"intensamente"
42351,"intensidad"
42352,"intensificar"
42353,"intensivo"
42354,"intenso"
42355,"intentar"
42356,"intento"
42361,"interacción"
42362,"interactivo"
42363,"interactuar"
42364,"interamericano"
42365,"intercalar"
42366,"intercambiar"
42411,"intercambio"
42412,"interceder"
42413,"interceptar"
42414,"interconectar"
42415,"interconexión"
42416,"interés"
42421,"interesado"
42422,"interesante"
42423,"interesar"
42424,"interferir"
42425,"interino"
42426,"interior"
42431,"interiorizar"
42432,"interlocutor"
42433,"intermediación"
42434,"intermedio"
42435,"internación"
42436,"internacional"
42441,"internacionalmente"
42442,"internado"
42443,"internalizar"
42444,"internamente"
42445,"internar"
42446,"internet"
42451,"interno"
42452,"interponer"
42453,"interpretación"
42454,"interpretar"
42455,"intérprete"
42456,"interpuesto"
42461,"interrogante"
42462,"interrogar"
42463,"interrogatorio"
42464,"interrumpir"
42465,"interrupción"
42466,"intersección"
42511,"intervalo"
42512,"intervención"
42513,"intervenir"
42514,"interventor"
42515,"íntimamente"
42516,"intimidación"
42521,"intimidad"
42522,"intimidar"
42523,"íntimo"
42524,"intolerancia"
42525,"intoxicación"
42526,"intoxicar"
42531,"introducción"
42532,"introducir"
42533,"intuir"
42534,"inundación"
42535,"inundar"
42536,"invadir"
42541,"invalidar"
42542,"invalidez"
42543,"invasión"
42544,"invención"
42545,"inventar"
42546,"inventario"
42551,"invento"
42552,"invernadero"
42553,"inversión"
42554,"inversionista"
42555,"inversor"
42556,"invertido"
42561,"invertir"
42562,"investigación"
42563,"investigador"
42564,"investigador"
42565,"investigar"
42566,"investir"
42611,"invicto"
42612,"invierno"
42613,"invitación"
42614,"invitada"
42615,"invitado"
42616,"invitar"
42621,"invocar"
42622,"involucrado"
42623,"involucrar"
42624,"inyección"
42625,"inyectar"
42626,"ir"
42631,"ira"
42632,"iris"
42633,"ironía"
42634,"irónicamente"
42635,"irregular"
42636,"irregularidad"
42641,"irremediablemente"
42642,"irresponsabilidad"
42643,"irrumpir"
42644,"isla"
42645,"islam"
42646,"islámico"
42651,"ISP"
42652,"israelí"
42653,"italiano"
42654,"italiano"
42655,"ítem"
42656,"izar"
42661,"izquierdo"
42662,"jaguar"
42663,"jamás"
42664,"japonés"
42665,"japonés"
42666,"jaque"
43111,"jardín"
43112,"jaula"
43113,"jazz"
43114,"jefa"
43115,"jefatura"
43116,"jefe"
43121,"jerarquía"
43122,"jerez"
43123,"jinete"
43124,"Jordania"
43125,"Jorge"
43126,"jornada"
43131,"José"
43132,"joven"
43133,"joven"
43134,"joya"
43135,"jubilación"
43136,"jubilado"
43141,"jubilar"
43142,"judicial"
43143,"judicialmente"
43144,"judío"
43145,"juego"
43146,"jueves"
43151,"juez"
43152,"jueza"
43153,"jugada"
43154,"jugador"
43155,"jugar"
43156,"jugo"
43161,"juguete"
43162,"juicio"
43163,"julio"
43164,"junio"
43165,"junior"
43166,"junta"
43211,"juntar"
43212,"junto"
43213,"jurado"
43214,"juramento"
43215,"jurar"
43216,"jurel"
43221,"jurídica"
43222,"jurídicamente"
43223,"jurídico"
43224,"jurisdicción"
43225,"jurisprudencia"
43226,"justamente"
43231,"justicia"
43232,"justificación"
43233,"justificado"
43234,"justificar"
43235,"justo"
43236,"juvenil"
43241,"juventud"
43242,"juzgado"
43243,"juzgar"
43244,"kilo"
43245,"kilobyte"
43246,"kilogramo"
43251,"kilómetro"
43252,"km"
43253,"koala"
43254,"labio"
43255,"labor"
43256,"laboral"
43261,"laborar"
43262,"laboratorio"
43263,"lado"
43264,"ladrillo"
43265,"ladrón"
43266,"lady"
43311,"lago"
43312,"lágrima"
43313,"laguna"
43314,"lamentable"
43315,"lamentablemente"
43316,"lamentar"
43321,"lamento"
43322,"lámina"
43323,"lana"
43324,"lancha"
43325,"lanzado"
43326,"lanzamiento"
43331,"lanzar"
43332,"lápiz"
43333,"lapso"
43334,"largamente"
43335,"largar"
43336,"largo"
43341,"largometraje"
43342,"larva"
43343,"láser"
43344,"lástima"
43345,"lastimar"
43346,"lata"
43351,"lateral"
43352,"latín"
43353,"latina"
43354,"latino"
43355,"latinoamericano"
43356,"latitud"
43361,"laurel"
43362,"lavado"
43363,"lavandero"
43364,"lavar"
43365,"lazo"
43366,"leal"
43411,"lealtad"
43412,"leasing"
43413,"lección"
43414,"leche"
43415,"lecho"
43416,"lector"
43421,"lectura"
43422,"leer"
43423,"legado"
43424,"legal"
43425,"legalidad"
43426,"legalizar"
43431,"legalmente"
43432,"legar"
43433,"legislación"
43434,"legislador"
43435,"legislar"
43436,"legislativa"
43441,"legislativo"
43442,"legislatura"
43443,"legítimamente"
43444,"legitimar"
43445,"legitimidad"
43446,"legítimo"
43451,"legua"
43452,"lejano"
43453,"lejos"
43454,"lema"
43455,"lengua"
43456,"lenguaje"
43461,"lentamente"
